Average State Income,Contact Method,Age Group,Gender,Scam Category,Scam Type,Amount_lost,State_New South Wales,State_Northern Territory,State_Queensland,State_South Australia,State_Tasmania,State_Victoria,State_Western Australia,Actual_Number_of_Reports,Predicted_Number_of_Reports
1901.0,0.23430144773070433,2.0,1,0.049737987387867486,0.033084643396394,,0,0,1,0,0,0,0,1,1.5929166666666665
1882.0,0.23430144773070433,3.0,1,0.33195665689670484,0.09272581934452438,,0,0,0,0,0,1,0,5,4.096047619047621
1935.7,0.20330402344790835,1.0,0,0.33195665689670484,0.07287503330668799,3500.0,1,0,0,0,0,0,0,1,1.46
1882.0,0.23430144773070433,6.0,0,0.33195665689670484,0.02375877076116884,,0,0,0,0,0,1,0,2,1.398238095238095
1882.0,0.19690913935518253,5.0,0,0.33195665689670484,0.09272581934452438,,0,0,0,0,0,1,0,5,3.4361428571428565
1776.9,0.06297184474642509,3.0,0,0.03543831601385558,0.03543831601385558,,0,0,0,1,0,0,0,1,1.0
2094.3,0.19690913935518253,6.0,1,0.2981170619060307,0.09965361044497735,11500.0,0,0,0,0,0,0,1,13,14.020833333333332
1882.0,0.23430144773070433,2.0,1,0.33195665689670484,0.09272581934452438,938641.27,0,0,0,0,0,1,0,5,11.693333333333335
1882.0,0.19690913935518253,5.0,0,0.33195665689670484,0.09761080024868994,,0,0,0,0,0,1,0,2,1.157469696969697
1935.7,0.14175326405542232,6.0,1,0.05671018740563105,0.03250732747135625,,1,0,0,0,0,0,0,1,1.036952380952381
2126.5,0.14175326405542232,3.0,0,0.06306066258104627,0.05733191224797939,,0,0,0,0,0,0,0,1,1.2210714285714286
1776.9,0.23430144773070433,5.0,0,0.33195665689670484,0.09761080024868994,,0,0,0,1,0,0,0,1,1.2908928571428573
1882.0,0.20330402344790835,4.0,1,0.2981170619060307,0.06510347277733369,,0,0,0,0,0,1,0,3,5.996519841269841
2094.3,0.06297184474642509,6.0,1,0.06306066258104627,0.05733191224797939,20000.0,0,0,0,0,0,0,1,1,1.32
1901.0,0.20330402344790835,2.0,1,0.2981170619060307,0.06510347277733369,0.0,0,0,1,0,0,0,0,3,2.596071428571429
2126.5,0.19690913935518253,5.0,1,0.2981170619060307,0.045607958077982055,,0,0,0,0,0,0,0,1,1.2006666666666668
1845.8,0.033084643396394,5.0,1,0.09849897859490185,0.09849897859490185,0.0,0,1,0,0,0,0,0,1,1.02
1710.8,0.19690913935518253,6.0,0,0.33195665689670484,0.0165201172395417,0.0,0,0,0,0,1,0,0,1,1.1061904761904762
1845.8,0.14175326405542232,1.0,0,0.2981170619060307,0.09965361044497735,,0,1,0,0,0,0,0,1,1.2433333333333332
1882.0,0.20330402344790835,1.0,1,0.33195665689670484,0.07287503330668799,,0,0,0,0,0,1,0,1,1.0655833333333333
1882.0,0.20330402344790835,6.0,0,0.33195665689670484,0.07287503330668799,,0,0,0,0,0,1,0,1,2.71275
2094.3,0.19690913935518253,4.0,0,0.049737987387867486,0.033084643396394,,0,0,0,0,0,0,1,1,1.0966666666666667
2094.3,0.09960920152766675,3.0,1,0.2981170619060307,0.06510347277733369,,0,0,0,0,0,0,1,1,1.0680555555555555
1882.0,0.20330402344790835,6.0,0,0.05671018740563105,0.03250732747135625,,0,0,0,0,0,1,0,1,2.5423142135642136
1935.7,0.20330402344790835,2.0,1,0.2981170619060307,0.045607958077982055,,1,0,0,0,0,0,0,1,1.9331785714285714
1845.8,0.20330402344790835,2.0,0,0.049737987387867486,0.033084643396394,0.0,0,1,0,0,0,0,0,1,1.21
1882.0,0.19690913935518253,4.0,0,0.33195665689670484,0.0165201172395417,0.0,0,0,0,0,0,1,0,1,2.1041428571428566
2094.3,0.23430144773070433,5.0,0,0.33195665689670484,0.09272581934452438,14603.5,0,0,0,0,0,0,1,15,14.263333333333335
1901.0,0.19690913935518253,1.0,0,0.06306066258104627,0.05733191224797939,,0,0,1,0,0,0,0,1,1.0924999999999998
1882.0,0.20330402344790835,5.0,1,0.33195665689670484,0.07287503330668799,,0,0,0,0,0,1,0,3,1.305416666666667
1935.7,0.033084643396394,6.0,1,0.33195665689670484,0.09272581934452438,,1,0,0,0,0,0,0,1,1.0
1935.7,0.23430144773070433,2.0,1,0.33195665689670484,0.09272581934452438,63.0,1,0,0,0,0,0,0,10,5.395
2094.3,0.09960920152766675,6.0,0,0.049737987387867486,0.016653343991473488,,0,0,0,0,0,0,1,2,1.03
1845.8,0.20330402344790835,4.0,1,0.05671018740563105,0.03250732747135625,,0,1,0,0,0,0,0,1,1.4615873015873018
2126.5,0.23430144773070433,4.0,1,0.06306066258104627,0.05733191224797939,,0,0,0,0,0,0,0,1,1.1116666666666668
1776.9,0.20330402344790835,4.0,1,0.09849897859490185,0.09849897859490185,400.0,0,0,0,1,0,0,0,6,4.423412698412698
1901.0,0.20330402344790835,2.0,0,0.09849897859490185,0.09849897859490185,0.0,0,0,1,0,0,0,0,6,3.310238095238095
1882.0,0.06297184474642509,3.0,0,0.030375699440447643,0.0021316280309086064,0.0,0,0,0,0,0,1,0,1,1.03
1935.7,0.19690913935518253,6.0,0,0.2981170619060307,0.06510347277733369,,1,0,0,0,0,0,0,4,4.513761904761905
1901.0,0.19690913935518253,3.0,1,0.33195665689670484,0.09272581934452438,,0,0,1,0,0,0,0,3,2.943190476190476
1882.0,0.20330402344790835,3.0,1,0.030375699440447643,0.028244071409539037,68000.0,0,0,0,0,0,1,0,2,1.51
1935.7,0.23430144773070433,6.0,0,0.2981170619060307,0.08775202060573763,3381.0,1,0,0,0,0,0,0,22,44.433015873015876
1882.0,0.19690913935518253,1.0,1,0.049737987387867486,0.033084643396394,,0,0,0,0,0,1,0,1,1.0403333333333336
1776.9,0.033084643396394,2.0,0,0.09849897859490185,0.09849897859490185,393.0,0,0,0,1,0,0,0,1,1.04
1882.0,0.20330402344790835,2.0,0,0.33195665689670484,0.09272581934452438,,0,0,0,0,0,1,0,10,7.707023809523808
1935.7,0.14175326405542232,3.0,1,0.030375699440447643,0.028244071409539037,285500.0,1,0,0,0,0,0,0,2,3.73
2094.3,0.06297184474642509,6.0,0,0.33195665689670484,0.09272581934452438,645.0,0,0,0,0,0,0,1,2,1.33
2126.5,0.09960920152766675,3.0,1,0.33195665689670484,0.09761080024868994,579.28,0,0,0,0,0,0,0,2,2.22
2094.3,0.09960920152766675,5.0,0,0.33195665689670484,0.09761080024868994,166.0,0,0,0,0,0,0,1,3,1.17
1901.0,0.14175326405542232,2.0,1,0.33195665689670484,0.09761080024868994,573.45,0,0,1,0,0,0,0,9,5.74
1901.0,0.14175326405542232,5.0,0,0.33195665689670484,0.07287503330668799,2150.0,0,0,1,0,0,0,0,5,5.22
1882.0,0.06297184474642509,3.0,0,0.2981170619060307,0.06510347277733369,,0,0,0,0,0,1,0,1,1.1787222222222222
1776.9,0.19690913935518253,4.0,1,0.09849897859490185,0.09849897859490185,0.0,0,0,0,1,0,0,0,4,5.0485540293040305
1882.0,0.19690913935518253,2.0,0,0.05671018740563105,0.03250732747135625,,0,0,0,0,0,1,0,1,2.3313095238095243
1882.0,0.20330402344790835,2.0,0,0.2981170619060307,0.09965361044497735,9136.0,0,0,0,0,0,1,0,12,17.13807142857143
1901.0,0.20330402344790835,5.0,0,0.33195665689670484,0.02375877076116884,,0,0,1,0,0,0,0,2,1.9726666666666668
2126.5,0.14175326405542232,5.0,0,0.33195665689670484,0.09761080024868994,150.0,0,0,0,0,0,0,0,2,1.55
1935.7,0.06297184474642509,4.0,1,0.030375699440447643,0.028244071409539037,22698.0,1,0,0,0,0,0,0,1,2.4783333333333335
1882.0,0.033084643396394,6.0,0,0.2981170619060307,0.09965361044497735,,0,0,0,0,0,1,0,1,1.34297619047619
1935.7,0.23430144773070433,3.0,1,0.33195665689670484,0.02655653255173639,440.0,1,0,0,0,0,0,0,1,1.85
2094.3,0.23430144773070433,5.0,1,0.2981170619060307,0.09965361044497735,425.0,0,0,0,0,0,0,1,28,25.049178571428573
2094.3,0.14175326405542232,2.0,0,0.2981170619060307,0.08775202060573763,958.76,0,0,0,0,0,0,1,1,1.07
1935.7,0.19690913935518253,4.0,0,0.33195665689670484,0.09761080024868994,,1,0,0,0,0,0,0,3,2.003563492063493
1935.7,0.14175326405542232,6.0,0,0.33195665689670484,0.07287503330668799,900.0,1,0,0,0,0,0,0,3,2.4975
1882.0,0.14175326405542232,3.0,0,0.027267075228705924,0.027267075228705924,,0,0,0,0,0,1,0,1,1.07
1901.0,0.06297184474642509,6.0,1,0.2981170619060307,0.08775202060573763,1000.0,0,0,1,0,0,0,0,1,1.25
1935.7,0.19690913935518253,5.0,0,0.33195665689670484,0.09761080024868994,,1,0,0,0,0,0,0,1,1.07791341991342
1935.7,0.23430144773070433,5.0,1,0.33195665689670484,0.07287503330668799,,1,0,0,0,0,0,0,2,5.295333333333333
2094.3,0.23430144773070433,5.0,0,0.33195665689670484,0.09272581934452438,114.56,0,0,0,0,0,0,1,19,12.746500000000001
1882.0,0.23430144773070433,6.0,1,0.049737987387867486,0.016653343991473488,0.0,0,0,0,0,0,1,0,1,2.9092579365079363
1882.0,0.19690913935518253,2.0,0,0.2981170619060307,0.08775202060573763,,0,0,0,0,0,1,0,2,5.657690476190478
2094.3,0.09960920152766675,4.0,1,0.03543831601385558,0.03543831601385558,1193.9,0,0,0,0,0,0,1,1,1.19
1935.7,0.23430144773070433,2.0,1,0.2981170619060307,0.08775202060573763,,1,0,0,0,0,0,0,2,3.196049783549783
1845.8,0.19690913935518253,2.0,0,0.2981170619060307,0.08775202060573763,,0,1,0,0,0,0,0,1,1.008
1882.0,0.09960920152766675,3.0,0,0.09849897859490185,0.09849897859490185,,0,0,0,0,0,1,0,1,1.3393809523809526
1845.8,0.20330402344790835,5.0,0,0.2981170619060307,0.09965361044497735,,0,1,0,0,0,0,0,5,5.395273809523809
1776.9,0.20330402344790835,2.0,1,0.05671018740563105,0.03250732747135625,,0,0,0,1,0,0,0,1,1.1879999999999997
1776.9,0.19690913935518253,3.0,1,0.09849897859490185,0.09849897859490185,,0,0,0,1,0,0,0,3,3.912467532467532
1845.8,0.20330402344790835,6.0,0,0.33195665689670484,0.09272581934452438,,0,1,0,0,0,0,0,1,1.6611428571428575
1901.0,0.20330402344790835,0.0,1,0.09849897859490185,0.09849897859490185,,0,0,1,0,0,0,0,1,1.2569642857142858
2094.3,0.19690913935518253,4.0,0,0.027267075228705924,0.027267075228705924,0.0,0,0,0,0,0,0,1,1,1.245
1901.0,0.19690913935518253,5.0,0,0.2981170619060307,0.045607958077982055,,0,0,1,0,0,0,0,3,3.017571428571429
1882.0,0.09960920152766675,6.0,0,0.2981170619060307,0.06510347277733369,,0,0,0,0,0,1,0,1,1.872488095238096
2094.3,0.19690913935518253,4.0,1,0.2981170619060307,0.08775202060573763,,0,0,0,0,0,0,1,3,2.400095238095238
1935.7,0.19690913935518253,6.0,1,0.33195665689670484,0.02655653255173639,,1,0,0,0,0,0,0,2,1.0672619047619047
1882.0,0.23430144773070433,4.0,1,0.05671018740563105,0.03250732747135625,,0,0,0,0,0,1,0,1,1.9260992063492062
2094.3,0.20330402344790835,3.0,1,0.2981170619060307,0.06510347277733369,,0,0,0,0,0,0,1,1,1.1066666666666667
1882.0,0.19690913935518253,4.0,1,0.2981170619060307,0.08775202060573763,,0,0,0,0,0,1,0,5,3.2675396825396827
1882.0,0.23430144773070433,3.0,1,0.049737987387867486,0.016653343991473488,,0,0,0,0,0,1,0,1,1.9583333333333335
1882.0,0.033084643396394,6.0,0,0.05671018740563105,0.03250732747135625,0.0,0,0,0,0,0,1,0,1,1.1158333333333335
2126.5,0.09960920152766675,2.0,1,0.2981170619060307,0.06510347277733369,540.0,0,0,0,0,0,0,0,1,1.07
2094.3,0.14175326405542232,6.0,0,0.06306066258104627,0.05733191224797939,413.77,0,0,0,0,0,0,1,2,1.505
1901.0,0.20330402344790835,6.0,1,0.33195665689670484,0.09761080024868994,,0,0,1,0,0,0,0,5,1.9795310245310247
1710.8,0.19690913935518253,6.0,1,0.33195665689670484,0.09761080024868994,0.0,0,0,0,0,1,0,0,1,1.44
1882.0,0.19690913935518253,3.0,0,0.2981170619060307,0.08775202060573763,0.0,0,0,0,0,0,1,0,5,6.993837301587303
1935.7,0.23430144773070433,6.0,0,0.05671018740563105,0.024202859934274804,,1,0,0,0,0,0,0,6,6.312642135642137
1935.7,0.19690913935518253,5.0,1,0.33195665689670484,0.07287503330668799,,1,0,0,0,0,0,0,1,1.2874166666666667
1882.0,0.20330402344790835,5.0,1,0.33195665689670484,0.09272581934452438,,0,0,0,0,0,1,0,35,25.469952380952385
1935.7,0.23430144773070433,0.0,1,0.2981170619060307,0.09965361044497735,,1,0,0,0,0,0,0,1,1.4766666666666663
1710.8,0.19690913935518253,3.0,0,0.2981170619060307,0.045607958077982055,,0,0,0,0,1,0,0,1,1.107
1776.9,0.19690913935518253,2.0,1,0.33195665689670484,0.0165201172395417,0.0,0,0,0,1,0,0,0,2,1.04
2094.3,0.23430144773070433,6.0,0,0.2981170619060307,0.045607958077982055,,0,0,0,0,0,0,1,2,2.470242784992785
1901.0,0.20330402344790835,5.0,1,0.33195665689670484,0.09272581934452438,,0,0,1,0,0,0,0,16,30.331373015873
2126.5,0.23430144773070433,2.0,0,0.33195665689670484,0.07287503330668799,3000.0,0,0,0,0,0,0,0,1,1.11
1935.7,0.09960920152766675,4.0,1,0.33195665689670484,0.07287503330668799,1102.0,1,0,0,0,0,0,0,5,2.04
1776.9,0.19690913935518253,5.0,1,0.008837374544808598,0.008837374544808598,,0,0,0,1,0,0,0,1,1.02
1776.9,0.23430144773070433,6.0,0,0.33195665689670484,0.02375877076116884,,0,0,0,1,0,0,0,1,3.3740476190476185
1901.0,0.19690913935518253,6.0,1,0.06306066258104627,0.05733191224797939,50144.98,0,0,1,0,0,0,0,3,4.49
1935.7,0.20330402344790835,3.0,0,0.2981170619060307,0.09965361044497735,824.0,1,0,0,0,0,0,0,34,43.79
1710.8,0.19690913935518253,6.0,0,0.09849897859490185,0.09849897859490185,,0,0,0,0,1,0,0,7,2.380730158730159
2126.5,0.20330402344790835,2.0,1,0.09849897859490185,0.09849897859490185,,0,0,0,0,0,0,0,1,1.0
1935.7,0.02602362554400924,4.0,1,0.09849897859490185,0.09849897859490185,,1,0,0,0,0,0,0,2,1.7716666666666663
1935.7,0.20330402344790835,6.0,1,0.03543831601385558,0.03543831601385558,0.0,1,0,0,0,0,0,0,1,1.045
1935.7,0.20330402344790835,2.0,1,0.2981170619060307,0.08775202060573763,28000.0,1,0,0,0,0,0,0,3,7.785932539682539
1901.0,0.23430144773070433,4.0,0,0.33195665689670484,0.09761080024868994,700.0,0,0,1,0,0,0,0,1,7.049166666666666
1901.0,0.20330402344790835,6.0,0,0.33195665689670484,0.09761080024868994,,0,0,1,0,0,0,0,8,4.513503968253969
1935.7,0.19690913935518253,6.0,1,0.33195665689670484,0.0165201172395417,,1,0,0,0,0,0,0,2,1.854940476190476
1710.8,0.20330402344790835,6.0,0,0.09849897859490185,0.09849897859490185,,0,0,0,0,1,0,0,1,1.347179653679654
1845.8,0.23430144773070433,2.0,1,0.05671018740563105,0.03250732747135625,,0,1,0,0,0,0,0,1,1.334
1882.0,0.19690913935518253,1.0,0,0.2981170619060307,0.09965361044497735,4565.47,0,0,0,0,0,1,0,4,4.0373809523809525
1935.7,0.20330402344790835,3.0,0,0.09849897859490185,0.09849897859490185,800.0,1,0,0,0,0,0,0,10,7.2216666666666685
1935.7,0.19690913935518253,4.0,0,0.049737987387867486,0.033084643396394,,1,0,0,0,0,0,0,1,1.7427857142857146
1901.0,0.23430144773070433,3.0,1,0.33195665689670484,0.09272581934452438,200.0,0,0,1,0,0,0,0,9,4.626333333333334
1935.7,0.23430144773070433,3.0,0,0.2981170619060307,0.09965361044497735,0.0,1,0,0,0,0,0,0,15,9.780416666666667
1901.0,0.20330402344790835,3.0,1,0.33195665689670484,0.09272581934452438,406.61,0,0,1,0,0,0,0,14,14.682500000000006
1935.7,0.23430144773070433,3.0,0,0.09849897859490185,0.09849897859490185,0.0,1,0,0,0,0,0,0,1,3.6442539682539676
1882.0,0.23430144773070433,6.0,0,0.33195665689670484,0.02655653255173639,,0,0,0,0,0,1,0,2,2.6446666666666663
1845.8,0.09960920152766675,2.0,1,0.33195665689670484,0.09761080024868994,,0,1,0,0,0,0,0,1,1.03
1776.9,0.20330402344790835,1.0,0,0.09849897859490185,0.09849897859490185,,0,0,0,1,0,0,0,2,1.4125833333333333
1935.7,0.20330402344790835,5.0,0,0.2981170619060307,0.09965361044497735,24497.5,1,0,0,0,0,0,0,86,83.68914285714287
1882.0,0.23430144773070433,1.0,0,0.33195665689670484,0.09761080024868994,156.44,0,0,0,0,0,1,0,3,1.64
1935.7,0.23430144773070433,2.0,1,0.09849897859490185,0.09849897859490185,,1,0,0,0,0,0,0,1,2.1437857142857144
1882.0,0.033084643396394,2.0,0,0.2981170619060307,0.06510347277733369,0.0,0,0,0,0,0,1,0,1,1.09
1935.7,0.20330402344790835,6.0,1,0.33195665689670484,0.09761080024868994,,1,0,0,0,0,0,0,4,5.825686507936509
1935.7,0.20330402344790835,3.0,0,0.33195665689670484,0.09272581934452438,,1,0,0,0,0,0,0,14,13.384690476190478
1901.0,0.20330402344790835,2.0,1,0.2981170619060307,0.045607958077982055,,0,0,1,0,0,0,0,1,2.6566190476190483
1776.9,0.19690913935518253,5.0,0,0.09849897859490185,0.09849897859490185,0.0,0,0,0,1,0,0,0,3,2.581630952380952
1935.7,0.033084643396394,6.0,1,0.33195665689670484,0.09272581934452438,0.0,1,0,0,0,0,0,0,2,1.06
1882.0,0.14175326405542232,4.0,1,0.33195665689670484,0.07287503330668799,6740.0,0,0,0,0,0,1,0,13,6.18
1882.0,0.09960920152766675,2.0,1,0.2981170619060307,0.06510347277733369,830.0,0,0,0,0,0,1,0,1,1.38
1935.7,0.09960920152766675,1.0,0,0.33195665689670484,0.07287503330668799,,1,0,0,0,0,0,0,1,1.1416666666666666
1776.9,0.23430144773070433,3.0,0,0.33195665689670484,0.09272581934452438,,0,0,0,1,0,0,0,2,1.82352380952381
2126.5,0.23430144773070433,5.0,1,0.2981170619060307,0.06510347277733369,,0,0,0,0,0,0,0,1,2.2444285714285717
1935.7,0.14175326405542232,6.0,1,0.09849897859490185,0.09849897859490185,,1,0,0,0,0,0,0,2,1.3574523809523809
1710.8,0.23430144773070433,6.0,1,0.05671018740563105,0.024202859934274804,,0,0,0,0,1,0,0,4,1.4611666666666665
1882.0,0.033084643396394,5.0,1,0.09849897859490185,0.09849897859490185,,0,0,0,0,0,1,0,1,1.065
1776.9,0.23430144773070433,5.0,1,0.33195665689670484,0.09272581934452438,,0,0,0,1,0,0,0,10,9.269063492063491
1901.0,0.23430144773070433,4.0,1,0.33195665689670484,0.09761080024868994,162.26,0,0,1,0,0,0,0,4,5.326666666666666
1845.8,0.19690913935518253,6.0,1,0.06306066258104627,0.05733191224797939,,0,1,0,0,0,0,0,1,1.2473333333333334
2094.3,0.23430144773070433,2.0,1,0.33195665689670484,0.09272581934452438,583.44,0,0,0,0,0,0,1,4,3.54
1901.0,0.20330402344790835,4.0,0,0.2981170619060307,0.08775202060573763,0.0,0,0,1,0,0,0,0,1,3.7006245421245416
1882.0,0.20330402344790835,3.0,1,0.2981170619060307,0.045607958077982055,,0,0,0,0,0,1,0,1,2.8390198412698417
2126.5,0.19690913935518253,6.0,0,0.2981170619060307,0.09965361044497735,16500.0,0,0,0,0,0,0,0,6,9.126
1901.0,0.23430144773070433,1.0,1,0.33195665689670484,0.09761080024868994,,0,0,1,0,0,0,0,1,1.9556746031746035
2094.3,0.09960920152766675,5.0,1,0.09849897859490185,0.09849897859490185,,0,0,0,0,0,0,1,1,1.015
2094.3,0.14175326405542232,4.0,1,0.33195665689670484,0.07287503330668799,4280.0,0,0,0,0,0,0,1,4,5.66
1901.0,0.23430144773070433,4.0,0,0.03543831601385558,0.03543831601385558,,0,0,1,0,0,0,0,2,1.9833333333333332
1882.0,0.14175326405542232,5.0,0,0.2981170619060307,0.08775202060573763,0.0,0,0,0,0,0,1,0,1,1.29
1901.0,0.14175326405542232,1.0,0,0.049737987387867486,0.033084643396394,,0,0,1,0,0,0,0,1,1.15
2094.3,0.09960920152766675,2.0,1,0.33195665689670484,0.09761080024868994,195.51,0,0,0,0,0,0,1,2,2.15
1901.0,0.20330402344790835,2.0,0,0.2981170619060307,0.09965361044497735,,0,0,1,0,0,0,0,13,19.49295634920635
1935.7,0.06297184474642509,1.0,1,0.09849897859490185,0.09849897859490185,200.0,1,0,0,0,0,0,0,1,1.03
1776.9,0.23430144773070433,6.0,1,0.2981170619060307,0.06510347277733369,,0,0,0,1,0,0,0,21,29.00492893217893
1776.9,0.14175326405542232,3.0,1,0.008837374544808598,0.008837374544808598,500.0,0,0,0,1,0,0,0,1,1.12
1882.0,0.02602362554400924,4.0,1,0.09849897859490185,0.09849897859490185,6.5,0,0,0,0,0,1,0,1,1.5896666666666663
2094.3,0.14175326405542232,6.0,1,0.33195665689670484,0.09272581934452438,,0,0,0,0,0,0,1,1,1.1306666666666667
1882.0,0.20330402344790835,3.0,0,0.2981170619060307,0.09965361044497735,1531.07,0,0,0,0,0,1,0,29,46.022666666666666
2126.5,0.19690913935518253,4.0,0,0.05671018740563105,0.024202859934274804,0.0,0,0,0,0,0,0,0,1,1.1183333333333334
1901.0,0.20330402344790835,3.0,0,0.2981170619060307,0.08775202060573763,,0,0,1,0,0,0,0,6,4.455113997113997
1776.9,0.09960920152766675,6.0,1,0.2981170619060307,0.045607958077982055,,0,0,0,1,0,0,0,1,1.0066666666666668
2094.3,0.19690913935518253,2.0,0,0.2981170619060307,0.045607958077982055,,0,0,0,0,0,0,1,1,1.493055555555556
1901.0,0.23430144773070433,6.0,0,0.33195665689670484,0.07287503330668799,,0,0,1,0,0,0,0,1,3.8449047619047616
2126.5,0.14175326405542232,0.0,0,0.33195665689670484,0.07287503330668799,2450.0,0,0,0,0,0,0,0,1,1.33
2094.3,0.23430144773070433,1.0,0,0.049737987387867486,0.033084643396394,,0,0,0,0,0,0,1,1,1.01125
1901.0,0.06297184474642509,4.0,0,0.33195665689670484,0.07287503330668799,,0,0,1,0,0,0,0,2,1.107
2094.3,0.19690913935518253,5.0,1,0.2981170619060307,0.08775202060573763,,0,0,0,0,0,0,1,2,2.468577561327561
2094.3,0.06297184474642509,2.0,0,0.03543831601385558,0.03543831601385558,0.0,0,0,0,0,0,0,1,1,1.315
1776.9,0.19690913935518253,5.0,0,0.33195665689670484,0.07287503330668799,,0,0,0,1,0,0,0,2,1.0885
1882.0,0.19690913935518253,4.0,1,0.2981170619060307,0.09965361044497735,8616.71,0,0,0,0,0,1,0,9,14.283031746031746
1776.9,0.09960920152766675,3.0,1,0.33195665689670484,0.09761080024868994,30.0,0,0,0,1,0,0,0,1,1.586666666666667
1710.8,0.19690913935518253,6.0,0,0.09849897859490185,0.09849897859490185,0.0,0,0,0,0,1,0,0,2,2.378230158730159
1935.7,0.033084643396394,4.0,1,0.2981170619060307,0.08775202060573763,,1,0,0,0,0,0,0,1,1.2588333333333335
1776.9,0.14175326405542232,2.0,1,0.09849897859490185,0.09849897859490185,,0,0,0,1,0,0,0,1,1.08
1882.0,0.19690913935518253,2.0,1,0.2981170619060307,0.09965361044497735,28000.0,0,0,0,0,0,1,0,7,8.88
1776.9,0.20330402344790835,4.0,1,0.09849897859490185,0.09849897859490185,0.0,0,0,0,1,0,0,0,3,4.348222222222223
1882.0,0.23430144773070433,6.0,1,0.2981170619060307,0.045607958077982055,0.0,0,0,0,0,0,1,0,1,4.711595238095239
1901.0,0.02602362554400924,3.0,0,0.06306066258104627,0.05733191224797939,7000.0,0,0,1,0,0,0,0,1,1.48
1935.7,0.19690913935518253,4.0,0,0.33195665689670484,0.09272581934452438,0.0,1,0,0,0,0,0,0,1,6.051095238095238
1935.7,0.02602362554400924,2.0,1,0.09849897859490185,0.09849897859490185,140.0,1,0,0,0,0,0,0,2,1.1766666666666665
1935.7,0.06297184474642509,3.0,1,0.33195665689670484,0.09761080024868994,84.65,1,0,0,0,0,0,0,1,1.32
1935.7,0.09960920152766675,3.0,0,0.33195665689670484,0.09761080024868994,7027.29,1,0,0,0,0,0,0,11,7.5
1776.9,0.20330402344790835,6.0,1,0.030375699440447643,0.028244071409539037,,0,0,0,1,0,0,0,1,1.0
1882.0,0.02602362554400924,4.0,0,0.06306066258104627,0.05733191224797939,8500.0,0,0,0,0,0,1,0,1,1.29
1776.9,0.23430144773070433,5.0,1,0.05671018740563105,0.03250732747135625,,0,0,0,1,0,0,0,4,1.4441190476190473
1845.8,0.09960920152766675,4.0,1,0.2981170619060307,0.06510347277733369,,0,1,0,0,0,0,0,1,1.2287142857142854
1776.9,0.14175326405542232,2.0,1,0.2981170619060307,0.08775202060573763,,0,0,0,1,0,0,0,1,1.67125
2094.3,0.23430144773070433,3.0,1,0.030375699440447643,0.028244071409539037,,0,0,0,0,0,0,1,1,1.0886666666666667
1935.7,0.20330402344790835,2.0,1,0.33195665689670484,0.09272581934452438,,1,0,0,0,0,0,0,18,9.634999999999998
1901.0,0.20330402344790835,5.0,0,0.33195665689670484,0.07287503330668799,,0,0,1,0,0,0,0,4,1.1215000000000002
1935.7,0.14175326405542232,1.0,0,0.06306066258104627,0.05733191224797939,3300.0,1,0,0,0,0,0,0,3,2.36
1882.0,0.14175326405542232,2.0,0,0.33195665689670484,0.09761080024868994,650.0,0,0,0,0,0,1,0,3,6.83
1776.9,0.20330402344790835,2.0,1,0.2981170619060307,0.09965361044497735,,0,0,0,1,0,0,0,16,6.258276695526696
1882.0,0.19690913935518253,6.0,0,0.33195665689670484,0.09272581934452438,,0,0,0,0,0,1,0,9,11.909831529581528
1935.7,0.20330402344790835,6.0,1,0.027267075228705924,0.027267075228705924,,1,0,0,0,0,0,0,1,1.630119047619048
1882.0,0.23430144773070433,2.0,1,0.05671018740563105,0.024202859934274804,,0,0,0,0,0,1,0,1,1.0916666666666668
1776.9,0.033084643396394,6.0,1,0.33195665689670484,0.09272581934452438,0.0,0,0,0,1,0,0,0,2,1.04
1935.7,0.23430144773070433,6.0,1,0.05671018740563105,0.024202859934274804,,1,0,0,0,0,0,0,4,4.195666305916305
2126.5,0.09960920152766675,6.0,0,0.2981170619060307,0.045607958077982055,0.0,0,0,0,0,0,0,0,1,1.85
2126.5,0.23430144773070433,3.0,1,0.33195665689670484,0.09761080024868994,,0,0,0,0,0,0,0,1,1.0733333333333335
1901.0,0.23430144773070433,4.0,1,0.2981170619060307,0.08775202060573763,0.0,0,0,1,0,0,0,0,8,3.3097499999999997
1845.8,0.20330402344790835,2.0,0,0.2981170619060307,0.09965361044497735,,0,1,0,0,0,0,0,1,1.709101037851038
1776.9,0.06297184474642509,3.0,1,0.03543831601385558,0.03543831601385558,,0,0,0,1,0,0,0,1,1.0
1776.9,0.23430144773070433,2.0,0,0.09849897859490185,0.09849897859490185,,0,0,0,1,0,0,0,1,1.01
1776.9,0.20330402344790835,4.0,0,0.2981170619060307,0.09965361044497735,,0,0,0,1,0,0,0,28,14.573071428571428
1776.9,0.14175326405542232,2.0,0,0.06306066258104627,0.05733191224797939,3960.0,0,0,0,1,0,0,0,1,1.78
1935.7,0.20330402344790835,1.0,1,0.33195665689670484,0.09272581934452438,,1,0,0,0,0,0,0,1,3.7992142857142865
2094.3,0.19690913935518253,4.0,1,0.2981170619060307,0.045607958077982055,0.0,0,0,0,0,0,0,1,1,2.410083333333333
1935.7,0.09960920152766675,6.0,1,0.33195665689670484,0.09761080024868994,320.37,1,0,0,0,0,0,0,3,4.76
2126.5,0.06297184474642509,4.0,1,0.33195665689670484,0.09761080024868994,10500.0,0,0,0,0,0,0,0,1,1.31
