Average State Income,Contact Method,Age Group,Scam Type,Amount_lost,Number_of_reports,State_New South Wales,State_Northern Territory,State_Queensland,State_South Australia,State_Tasmania,State_Victoria,State_Western Australia,Predicted_Number_of_Reports,Actual_Number_of_Reports
1901.0,0.14175326405542232,2.0,0.09272581934452438,221.0,1,0,0,1,0,0,0,0,2.6534254662065644,1
1935.7,0.14175326405542232,2.0,0.08775202060573763,0.0,1,1,0,0,0,0,0,0,3.2342702326927575,1
1901.0,0.09960920152766675,2.0,0.06510347277733369,450.0,1,0,0,1,0,0,0,0,1.7600857508869179,1
1935.7,0.19690913935518253,4.0,0.0165201172395417,0.0,4,1,0,0,0,0,0,0,2.363060308257825,4
1935.7,0.23430144773070433,5.0,0.09965361044497735,1000.0,152,1,0,0,0,0,0,0,90.39670907655785,152
1882.0,0.20330402344790835,2.0,0.09965361044497735,0.0,38,0,0,0,0,0,1,0,26.115516771377077,38
2126.5,0.19690913935518253,5.0,0.09849897859490185,0.0,1,0,0,0,0,0,0,0,3.6666145996004365,1
1935.7,0.20330402344790835,5.0,0.02655653255173639,0.0,1,1,0,0,0,0,0,0,5.138673225742752,1
1901.0,0.14175326405542232,5.0,0.027267075228705924,0.0,1,0,0,1,0,0,0,0,1.5751628503085564,1
1776.9,0.23430144773070433,5.0,0.09965361044497735,821.44,98,0,0,0,1,0,0,0,57.08488591082789,98
1935.7,0.09960920152766675,4.0,0.09849897859490185,0.0,1,1,0,0,0,0,0,0,3.3049460366252075,1
1935.7,0.23430144773070433,0.0,0.07287503330668799,0.0,2,1,0,0,0,0,0,0,2.024302357757033,2
1845.8,0.14175326405542232,4.0,0.09761080024868994,55.0,1,0,1,0,0,0,0,0,0.544130619449088,1
1935.7,0.23430144773070433,1.0,0.028244071409539037,0.0,2,1,0,0,0,0,0,0,1.4242849205600283,2
1710.8,0.23430144773070433,5.0,0.027267075228705924,0.0,3,0,0,0,0,1,0,0,2.1348171239289173,3
2094.3,0.23430144773070433,5.0,0.06510347277733369,0.0,13,0,0,0,0,0,0,1,4.709771137282216,13
1882.0,0.23430144773070433,3.0,0.02655653255173639,0.0,1,0,0,0,0,0,1,0,2.121911950557112,1
2094.3,0.09960920152766675,5.0,0.027267075228705924,0.0,1,0,0,0,0,0,0,1,0.39770220550697094,1
2126.5,0.19690913935518253,0.0,0.045607958077982055,0.0,1,0,0,0,0,0,0,0,0.1887747535828591,1
1935.7,0.20330402344790835,5.0,0.06510347277733369,0.0,1,1,0,0,0,0,0,0,7.17540689667276,1
1882.0,0.033084643396394,3.0,0.09761080024868994,0.0,1,0,0,0,0,0,1,0,1.9979842222559223,1
1901.0,0.20330402344790835,0.0,0.07287503330668799,200.0,1,0,0,1,0,0,0,0,2.045815550933074,1
2126.5,0.19690913935518253,5.0,0.045607958077982055,0.0,2,0,0,0,0,0,0,0,1.2110189146958272,2
1776.9,0.14175326405542232,6.0,0.09849897859490185,230.0,1,0,0,0,1,0,0,0,0.5912106499289982,1
1776.9,0.19690913935518253,3.0,0.09761080024868994,0.0,1,0,0,0,1,0,0,0,2.421644411478594,1
1776.9,0.14175326405542232,5.0,0.06510347277733369,0.0,1,0,0,0,1,0,0,0,1.6964109465749044,1
1776.9,0.19690913935518253,5.0,0.09272581934452438,0.0,2,0,0,0,1,0,0,0,5.437354031763607,2
1935.7,0.20330402344790835,1.0,0.024202859934274804,0.0,1,1,0,0,0,0,0,0,1.6958880166761674,1
1935.7,0.23430144773070433,1.0,0.03250732747135625,0.0,2,1,0,0,0,0,0,0,1.4242849205600283,2
1776.9,0.23430144773070433,5.0,0.08775202060573763,0.0,7,0,0,0,1,0,0,0,6.418191975477081,7
1901.0,0.19690913935518253,1.0,0.09761080024868994,0.0,1,0,0,1,0,0,0,0,3.0287120497113658,1
1776.9,0.19690913935518253,5.0,0.08775202060573763,0.0,3,0,0,0,1,0,0,0,3.32281497185116,3
1882.0,0.20330402344790835,1.0,0.08775202060573763,0.0,2,0,0,0,0,0,1,0,4.761538797638909,2
1776.9,0.14175326405542232,2.0,0.05733191224797939,216700.0,2,0,0,0,1,0,0,0,1.569669334604604,2
2094.3,0.09960920152766675,5.0,0.008837374544808598,0.0,1,0,0,0,0,0,0,1,0.04163864975430413,1
1935.7,0.20330402344790835,1.0,0.09965361044497735,0.0,15,1,0,0,0,0,0,0,30.462249856390642,15
1776.9,0.033084643396394,3.0,0.027267075228705924,0.0,1,0,0,0,1,0,0,0,0.2723231130942623,1
1882.0,0.20330402344790835,5.0,0.09761080024868994,0.0,2,0,0,0,0,0,1,0,12.069487999738474,2
2094.3,0.23430144773070433,3.0,0.09965361044497735,0.0,6,0,0,0,0,0,0,1,17.24185585211463,6
2094.3,0.19690913935518253,2.0,0.09272581934452438,0.0,1,0,0,0,0,0,0,1,2.803262731705655,1
1901.0,0.20330402344790835,3.0,0.08775202060573763,864.0,8,0,0,1,0,0,0,0,5.535064423632491,8
1901.0,0.20330402344790835,4.0,0.027267075228705924,0.0,1,0,0,1,0,0,0,0,3.211860996874747,1
1882.0,0.06297184474642509,2.0,0.05733191224797939,0.0,1,0,0,0,0,0,1,0,1.3215689537213988,1
1882.0,0.09960920152766675,4.0,0.08775202060573763,0.0,1,0,0,0,0,0,1,0,2.2123900978530875,1
2094.3,0.19690913935518253,4.0,0.08775202060573763,0.0,2,0,0,0,0,0,0,1,3.2029558331775005,2
1935.7,0.23430144773070433,2.0,0.028244071409539037,0.0,2,1,0,0,0,0,0,0,1.8239550869665335,2
1710.8,0.09960920152766675,5.0,0.05733191224797939,0.0,1,0,0,0,0,1,0,0,-0.7354755174279088,1
2126.5,0.20330402344790835,4.0,0.09849897859490185,0.0,4,0,0,0,0,0,0,0,3.870000881557179,4
2094.3,0.19690913935518253,4.0,0.09849897859490185,0.0,2,0,0,0,0,0,0,1,3.271365704403194,2
1710.8,0.06297184474642509,4.0,0.09965361044497735,0.0,1,0,0,0,0,1,0,0,-7.533455417278209,1
1776.9,0.23430144773070433,5.0,0.016653343991473488,0.0,1,0,0,0,1,0,0,0,3.138835077077236,1
1901.0,0.14175326405542232,5.0,0.09761080024868994,700.0,2,0,0,1,0,0,0,0,5.883262451629031,2
1882.0,0.19690913935518253,4.0,0.0165201172395417,0.0,1,0,0,0,0,0,1,0,2.2223924002250643,1
1710.8,0.23430144773070433,5.0,0.08775202060573763,0.0,4,0,0,0,0,1,0,0,4.851949177692297,4
1882.0,0.23430144773070433,3.0,0.027267075228705924,0.0,1,0,0,0,0,0,1,0,2.2083589971485367,1
1901.0,0.23430144773070433,5.0,0.06510347277733369,0.0,15,0,0,1,0,0,0,0,7.352560679285448,15
2126.5,0.20330402344790835,5.0,0.02375877076116884,0.0,1,0,0,0,0,0,0,0,0.535301563905278,1
1935.7,0.19690913935518253,1.0,0.08775202060573763,0.0,3,1,0,0,0,0,0,0,3.731806278602443,3
1901.0,0.09960920152766675,5.0,0.07287503330668799,0.0,3,0,0,1,0,0,0,0,2.067196263449419,3
1776.9,0.14175326405542232,5.0,0.09272581934452438,21.89,1,0,0,0,1,0,0,0,3.623083553316826,1
1882.0,0.09960920152766675,0.0,0.07287503330668799,2049.52,2,0,0,0,0,0,1,0,2.2465519673200918,2
1935.7,0.20330402344790835,1.0,0.09965361044497735,10607.05,25,1,0,0,0,0,0,0,45.86893159754284,25
1882.0,0.19690913935518253,4.0,0.06510347277733369,0.0,3,0,0,0,0,0,1,0,3.2792736103465296,3
1710.8,0.19690913935518253,1.0,0.09849897859490185,0.0,2,0,0,0,0,1,0,0,1.3978272660590716,2
1776.9,0.06297184474642509,3.0,0.09761080024868994,0.0,1,0,0,0,1,0,0,0,0.45441080260228894,1
1882.0,0.20330402344790835,2.0,0.09965361044497735,0.0,56,0,0,0,0,0,1,0,26.115516771377077,56
1882.0,0.23430144773070433,5.0,0.027267075228705924,0.0,9,0,0,0,0,0,1,0,6.429892571575731,9
1776.9,0.23430144773070433,5.0,0.027267075228705924,0.0,1,0,0,0,1,0,0,0,3.701059921713699,1
1935.7,0.09960920152766675,4.0,0.09272581934452438,0.0,1,1,0,0,0,0,0,0,3.6761923536984633,1
1935.7,0.09960920152766675,4.0,0.07287503330668799,0.0,1,1,0,0,0,0,0,0,1.8954190054273545,1
1901.0,0.23430144773070433,4.0,0.027267075228705924,0.0,3,0,0,1,0,0,0,0,3.033546831463213,3
1935.7,0.19690913935518253,1.0,0.08775202060573763,0.0,2,1,0,0,0,0,0,0,3.731806278602443,2
1901.0,0.20330402344790835,3.0,0.09761080024868994,0.0,2,0,0,1,0,0,0,0,6.76873139764755,2
2126.5,0.14175326405542232,1.0,0.06510347277733369,0.0,1,0,0,0,0,0,0,0,0.44086320493715503,1
1901.0,0.14175326405542232,2.0,0.008837374544808598,587.0,1,0,0,1,0,0,0,0,1.427169067044076,1
1901.0,0.14175326405542232,0.0,0.05733191224797939,0.0,3,0,0,1,0,0,0,0,0.7339917402496782,3
1901.0,0.09960920152766675,5.0,0.09761080024868994,462.0,6,0,0,1,0,0,0,0,4.774207360356825,6
1935.7,0.19690913935518253,2.0,0.09272581934452438,0.0,2,1,0,0,0,0,0,0,4.466018606420518,2
2094.3,0.14175326405542232,3.0,0.03543831601385558,0.0,1,0,0,0,0,0,0,1,0.6675614510658868,1
2094.3,0.23430144773070433,1.0,0.06510347277733369,0.0,1,0,0,0,0,0,0,1,0.9132403271751933,1
1882.0,0.09960920152766675,4.0,0.05733191224797939,0.0,1,0,0,0,0,0,1,0,1.501042661560217,1
2094.3,0.19690913935518253,2.0,0.05733191224797939,1400.0,1,0,0,0,0,0,0,1,1.5689902968126133,1
1776.9,0.20330402344790835,5.0,0.03250732747135625,0.0,5,0,0,0,1,0,0,0,2.891919337023066,5
1776.9,0.20330402344790835,1.0,0.02375877076116884,0.0,1,0,0,0,1,0,0,0,-0.07141932349744458,1
2126.5,0.14175326405542232,1.0,0.07287503330668799,0.0,1,0,0,0,0,0,0,0,0.44086320493715503,1
1882.0,0.23430144773070433,5.0,0.09965361044497735,0.0,289,0,0,0,0,0,1,0,65.48626050317698,289
1882.0,0.23430144773070433,1.0,0.028244071409539037,289.0,2,0,0,0,0,0,1,0,1.5790668650736892,2
1901.0,0.19690913935518253,1.0,0.06510347277733369,0.0,2,0,0,1,0,0,0,0,2.0072625130413977,2
1776.9,0.033084643396394,5.0,0.024202859934274804,0.0,1,0,0,0,1,0,0,0,-0.1482007982822333,1
1776.9,0.09960920152766675,2.0,0.09965361044497735,0.0,1,0,0,0,1,0,0,0,-7.0391052751189935,1
1901.0,0.19690913935518253,4.0,0.03250732747135625,0.0,1,0,0,1,0,0,0,0,2.024756341092346,1
1901.0,0.20330402344790835,0.0,0.027267075228705924,0.0,1,0,0,1,0,0,0,0,1.143058652579674,1
1901.0,0.19690913935518253,6.0,0.05733191224797939,0.0,1,0,0,1,0,0,0,0,1.0716651664559298,1
1882.0,0.19690913935518253,2.0,0.09761080024868994,0.0,1,0,0,0,0,0,1,0,3.691529943022149,1
2094.3,0.14175326405542232,2.0,0.033084643396394,0.0,1,0,0,0,0,0,0,1,0.5551696059704386,1
2126.5,0.20330402344790835,1.0,0.09849897859490185,0.0,1,0,0,0,0,0,0,0,2.2397055089339717,1
1882.0,0.23430144773070433,5.0,0.045607958077982055,6969.72,8,0,0,0,0,0,1,0,17.019806164062768,8
1935.7,0.20330402344790835,2.0,0.03250732747135625,0.0,1,1,0,0,0,0,0,0,2.1820052296740973,1
1882.0,0.19690913935518253,2.0,0.06510347277733369,19.5,6,0,0,0,0,0,1,0,2.7522185120629734,6
1710.8,0.19690913935518253,4.0,0.08775202060573763,0.0,1,0,0,0,0,1,0,0,1.5109001934726565,1
2094.3,0.20330402344790835,2.0,0.09849897859490185,0.0,3,0,0,0,0,0,0,1,4.584960072723117,3
1776.9,0.02602362554400924,0.0,0.08775202060573763,0.0,1,0,0,0,1,0,0,0,-0.3926287449989208,1
1882.0,0.19690913935518253,1.0,0.0165201172395417,0.0,2,0,0,0,0,0,1,0,1.4889876130875594,2
1935.7,0.06297184474642509,2.0,0.09849897859490185,0.0,1,1,0,0,0,0,0,0,2.028896695777888,1
1901.0,0.19690913935518253,5.0,0.09965361044497735,7000.0,18,0,0,1,0,0,0,0,47.05280507041753,18
1882.0,0.19690913935518253,1.0,0.07287503330668799,0.0,5,0,0,0,0,0,1,0,2.3422539347163864,5
1935.7,0.033084643396394,5.0,0.024202859934274804,0.0,2,1,0,0,0,0,0,0,1.0512683492432269,2
1901.0,0.14175326405542232,5.0,0.03543831601385558,1500.0,1,0,0,1,0,0,0,0,2.2956012962963164,1
1901.0,0.23430144773070433,1.0,0.09965361044497735,0.0,2,0,0,1,0,0,0,0,17.61626179842573,2
2094.3,0.19690913935518253,1.0,0.045607958077982055,0.0,1,0,0,0,0,0,0,1,0.8648416902803149,1
2126.5,0.19690913935518253,4.0,0.06510347277733369,0.0,1,0,0,0,0,0,0,0,1.1654026482073299,1
1882.0,0.19690913935518253,4.0,0.09761080024868994,0.0,1,0,0,0,0,0,1,0,5.181493705213042,1
1901.0,0.14175326405542232,1.0,0.07287503330668799,4980.0,8,0,0,1,0,0,0,0,2.421545423089733,8
1882.0,0.23430144773070433,5.0,0.02375877076116884,0.0,3,0,0,0,0,0,1,0,5.807145902400627,3
1901.0,0.20330402344790835,6.0,0.09761080024868994,0.0,1,0,0,1,0,0,0,0,4.6113811463586325,1
1882.0,0.19690913935518253,5.0,0.05733191224797939,40000.0,2,0,0,0,0,0,1,0,4.190397515300252,2
1882.0,0.23430144773070433,1.0,0.09849897859490185,0.0,1,0,0,0,0,0,1,0,4.864688227561268,1
1845.8,0.23430144773070433,1.0,0.09965361044497735,0.0,1,0,1,0,0,0,0,0,-6.2700834217829255,1
1935.7,0.20330402344790835,4.0,0.03250732747135625,0.0,1,1,0,0,0,0,0,0,3.6875203265824963,1
1935.7,0.09960920152766675,0.0,0.09761080024868994,378.75,4,1,0,0,0,0,0,0,1.8963898245696784,4
1901.0,0.20330402344790835,4.0,0.045607958077982055,0.0,19,0,0,1,0,0,0,0,3.487578502517865,19
1882.0,0.02602362554400924,1.0,0.008837374544808598,0.0,1,0,0,0,0,0,1,0,0.8726930507186352,1
1901.0,0.19690913935518253,5.0,0.016653343991473488,0.0,2,0,0,1,0,0,0,0,2.6184135063284453,2
1901.0,0.06297184474642509,5.0,0.09272581934452438,0.0,1,0,0,1,0,0,0,0,3.8787814758960484,1
1882.0,0.14175326405542232,6.0,0.09965361044497735,0.0,1,0,0,0,0,0,1,0,-0.0949169144790914,1
1935.7,0.19690913935518253,5.0,0.09849897859490185,0.0,14,1,0,0,0,0,0,0,8.244998242645694,14
2094.3,0.23430144773070433,4.0,0.07287503330668799,0.0,3,0,0,0,0,0,0,1,2.5551030998187243,3
2094.3,0.02602362554400924,1.0,0.09849897859490185,0.0,1,0,0,0,0,0,0,1,0.06991387865441069,1
1935.7,0.14175326405542232,2.0,0.09272581934452438,0.0,1,1,0,0,0,0,0,0,3.286111934429603,1
1935.7,0.09960920152766675,6.0,0.09761080024868994,300.0,1,1,0,0,0,0,0,0,1.9489795293042014,1
2126.5,0.14175326405542232,4.0,0.07287503330668799,600.0,2,0,0,0,0,0,0,0,0.8603705094896155,2
2094.3,0.09960920152766675,3.0,0.09761080024868994,490.99,3,0,0,0,0,0,0,1,1.259034653163789,3
1901.0,0.02602362554400924,3.0,0.07287503330668799,1500.0,1,0,0,1,0,0,0,0,2.308995994115766,1
2126.5,0.19690913935518253,5.0,0.09965361044497735,490.0,3,0,0,0,0,0,0,0,10.51814514898683,3
1901.0,0.23430144773070433,1.0,0.08775202060573763,0.0,1,0,0,1,0,0,0,0,3.9678979579858598,1
1776.9,0.23430144773070433,2.0,0.02375877076116884,0.0,1,0,0,0,1,0,0,0,0.3026422237995302,1
1901.0,0.14175326405542232,5.0,0.06510347277733369,0.0,1,0,0,1,0,0,0,0,2.832822379693263,1
1901.0,0.23430144773070433,5.0,0.024202859934274804,0.0,8,0,0,1,0,0,0,0,5.472154480725638,8
1776.9,0.14175326405542232,3.0,0.06510347277733369,0.0,2,0,0,0,1,0,0,0,1.3691403268947628,2
1776.9,0.09960920152766675,5.0,0.08775202060573763,0.0,1,0,0,0,1,0,0,0,0.8593060300617587,1
2094.3,0.09960920152766675,4.0,0.05733191224797939,39000.0,2,0,0,0,0,0,0,1,1.448985553854567,2
1882.0,0.14175326405542232,2.0,0.07287503330668799,2419.88,8,0,0,0,0,0,1,0,3.166501422111308,8
1901.0,0.23430144773070433,2.0,0.09849897859490185,1329.0,9,0,0,1,0,0,0,0,6.502276926635526,9
1776.9,0.20330402344790835,2.0,0.09761080024868994,0.0,1,0,0,0,1,0,0,0,3.457422079395202,1
1901.0,0.23430144773070433,5.0,0.09272581934452438,2722.22,63,0,0,1,0,0,0,0,23.42651648542414,63
1935.7,0.19690913935518253,2.0,0.06510347277733369,0.0,1,1,0,0,0,0,0,0,2.827975912492076,1
2094.3,0.19690913935518253,3.0,0.0165201172395417,0.0,1,0,0,0,0,0,0,1,0.9957784894328738,1
1776.9,0.02602362554400924,4.0,0.02375877076116884,0.0,1,0,0,0,1,0,0,0,0.011843865519141785,1
1882.0,0.06297184474642509,0.0,0.09761080024868994,100.0,1,0,0,0,0,0,1,0,1.1484126329748157,1
1776.9,0.20330402344790835,4.0,0.09272581934452438,0.0,9,0,0,0,1,0,0,0,6.174471848495851,9
1901.0,0.19690913935518253,5.0,0.09272581934452438,0.0,2,0,0,1,0,0,0,0,7.656772811744996,2
2094.3,0.19690913935518253,3.0,0.09849897859490185,0.0,9,0,0,0,0,0,0,1,2.6181897121085025,9
1935.7,0.06297184474642509,3.0,0.09272581934452438,645.0,2,1,0,0,0,0,0,0,3.525359697156953,2
1776.9,0.19690913935518253,2.0,0.09761080024868994,0.0,2,0,0,0,1,0,0,0,1.973420108396831,2
1901.0,0.20330402344790835,2.0,0.09849897859490185,0.0,6,0,0,1,0,0,0,0,6.129065101420325,6
1935.7,0.06297184474642509,2.0,0.03543831601385558,0.0,1,1,0,0,0,0,0,0,1.069982408862969,1
1776.9,0.20330402344790835,5.0,0.06510347277733369,0.0,1,0,0,0,1,0,0,0,4.149578866407773,1
1776.9,0.19690913935518253,4.0,0.09849897859490185,0.0,5,0,0,0,1,0,0,0,3.076746018031095,5
1776.9,0.19690913935518253,3.0,0.045607958077982055,0.0,2,0,0,0,1,0,0,0,1.1315388177240313,2
1935.7,0.06297184474642509,1.0,0.09272581934452438,1648.9,1,1,0,0,0,0,0,0,3.3814465936835467,1
1882.0,0.20330402344790835,5.0,0.09849897859490185,0.0,27,0,0,0,0,0,1,0,12.069487999738474,27
1901.0,0.20330402344790835,5.0,0.06510347277733369,0.0,8,0,0,1,0,0,0,0,6.543420094594811,8
2094.3,0.23430144773070433,5.0,0.016653343991473488,0.0,3,0,0,0,0,0,0,1,2.9674079891540237,3
1901.0,0.06297184474642509,2.0,0.07287503330668799,80.0,2,0,0,1,0,0,0,0,1.4111013572739077,2
1901.0,0.19690913935518253,0.0,0.0165201172395417,0.0,2,0,0,1,0,0,0,0,0.7691411304585479,2
2126.5,0.23430144773070433,5.0,0.09965361044497735,400.0,9,0,0,0,0,0,0,0,42.12236371636948,9
1845.8,0.09960920152766675,4.0,0.03543831601385558,0.0,1,0,1,0,0,0,0,0,-1.5178716165786825,1
2126.5,0.14175326405542232,4.0,0.07287503330668799,50.0,1,0,0,0,0,0,0,0,0.588415939271499,1
2094.3,0.23430144773070433,2.0,0.08775202060573763,0.0,4,0,0,0,0,0,0,1,3.3733806767589565,4
1901.0,0.14175326405542232,2.0,0.07287503330668799,1620.0,2,0,0,1,0,0,0,0,2.831510000436319,2
1935.7,0.09960920152766675,1.0,0.05733191224797939,10061.08,1,1,0,0,0,0,0,0,1.8813244851874247,1
1882.0,0.14175326405542232,0.0,0.03543831601385558,1500.0,2,0,0,0,0,0,1,0,1.8638902603552596,2
1776.9,0.20330402344790835,3.0,0.028244071409539037,0.0,1,0,0,0,1,0,0,0,0.5468201954264233,1
1845.8,0.20330402344790835,1.0,0.09272581934452438,0.0,1,0,1,0,0,0,0,0,1.6526064732921806,1
1882.0,0.23430144773070433,5.0,0.02655653255173639,0.0,2,0,0,0,0,0,1,0,5.807145902400627,2
1882.0,0.23430144773070433,0.0,0.03250732747135625,0.0,1,0,0,0,0,0,1,0,1.119999931547098,1
1882.0,0.23430144773070433,5.0,0.05733191224797939,0.0,4,0,0,0,0,0,1,0,6.705610077218849,4
1882.0,0.14175326405542232,1.0,0.00572875033306688,12989.95,2,0,0,0,0,0,1,0,1.9299697495692598,2
1882.0,0.23430144773070433,5.0,0.03543831601385558,0.0,3,0,0,0,0,0,1,0,6.429892571575731,3
1935.7,0.19690913935518253,0.0,0.05733191224797939,0.0,1,1,0,0,0,0,0,0,1.3240012816835571,1
1901.0,0.09960920152766675,3.0,0.09761080024868994,1328.78,6,0,0,1,0,0,0,0,3.319151676665766,6
1710.8,0.20330402344790835,1.0,0.09849897859490185,0.0,1,0,0,0,0,1,0,0,1.2544064924130267,1
1776.9,0.20330402344790835,4.0,0.08775202060573763,0.0,2,0,0,0,1,0,0,0,3.6284501302637198,2
2126.5,0.20330402344790835,3.0,0.08775202060573763,0.0,1,0,0,0,0,0,0,0,2.4156320042756887,1
2094.3,0.20330402344790835,3.0,0.045607958077982055,0.0,1,0,0,0,0,0,0,1,1.5600100048240764,1
1710.8,0.19690913935518253,4.0,0.09965361044497735,0.0,6,0,0,0,0,1,0,0,0.42855003629415744,6
2094.3,0.19690913935518253,4.0,0.09965361044497735,0.0,4,0,0,0,0,0,0,1,6.466220010069618,4
1882.0,0.19690913935518253,1.0,0.0165201172395417,0.0,1,0,0,0,0,0,1,0,1.4889876130875594,1
1882.0,0.06297184474642509,5.0,0.024202859934274804,0.0,1,0,0,0,0,0,1,0,1.1976840424951114,1
1901.0,0.19690913935518253,6.0,0.0165201172395417,0.0,1,0,0,1,0,0,0,0,0.2349267423811388,1
1882.0,0.19690913935518253,1.0,0.09965361044497735,7000.0,13,0,0,0,0,0,1,0,9.833730497510187,13
1882.0,0.14175326405542232,4.0,0.09965361044497735,45000.0,1,0,0,0,0,0,1,0,12.2702257966487,1
1882.0,0.02602362554400924,2.0,0.09849897859490185,0.0,1,0,0,0,0,0,1,0,1.6914999707635667,1
2094.3,0.20330402344790835,5.0,0.027267075228705924,0.0,1,0,0,0,0,0,0,1,2.781014073638492,1
1776.9,0.23430144773070433,1.0,0.02375877076116884,0.0,1,0,0,0,1,0,0,0,-0.09702794260697493,1
2126.5,0.19690913935518253,1.0,0.09965361044497735,0.0,2,0,0,0,0,0,0,0,-0.8674245543178274,2
2126.5,0.20330402344790835,5.0,0.09849897859490185,0.0,2,0,0,0,0,0,0,0,5.983426614578907,2
1845.8,0.23430144773070433,4.0,0.09272581934452438,0.0,1,0,1,0,0,0,0,0,3.629106662590368,1
1882.0,0.23430144773070433,4.0,0.02375877076116884,0.0,1,0,0,0,0,0,1,0,3.169457139852501,1
1776.9,0.09960920152766675,3.0,0.09272581934452438,9878.0,1,0,0,0,1,0,0,0,2.4728375818899586,1
1882.0,0.14175326405542232,2.0,0.03543831601385558,335.0,5,0,0,0,0,0,1,0,1.4983307162155741,5
1935.7,0.033084643396394,2.0,0.09272581934452438,0.0,1,1,0,0,0,0,0,0,2.4001430128511436,1
1882.0,0.20330402344790835,3.0,0.027267075228705924,0.0,1,0,0,0,0,0,1,0,2.566409139856101,1
1776.9,0.23430144773070433,5.0,0.07287503330668799,0.0,1,0,0,0,1,0,0,0,4.958719451098406,1
2094.3,0.19690913935518253,3.0,0.03250732747135625,0.0,1,0,0,0,0,0,0,1,1.0204997852808688,1
1776.9,0.23430144773070433,5.0,0.09272581934452438,0.0,10,0,0,0,1,0,0,0,9.791596339242838,10
1935.7,0.20330402344790835,4.0,0.02375877076116884,0.0,2,1,0,0,0,0,0,0,3.488439213296796,2
1901.0,0.20330402344790835,1.0,0.07287503330668799,0.0,1,0,0,1,0,0,0,0,2.3564587393145295,1
1882.0,0.23430144773070433,5.0,0.033084643396394,0.0,3,0,0,0,0,0,1,0,6.429892571575731,3
2094.3,0.19690913935518253,2.0,0.045607958077982055,0.0,2,0,0,0,0,0,0,1,1.1838254458285387,2
1882.0,0.23430144773070433,1.0,0.09849897859490185,0.0,1,0,0,0,0,0,1,0,4.864688227561268,1
1935.7,0.02602362554400924,0.0,0.07287503330668799,22900.0,1,1,0,0,0,0,0,0,2.189085483776019,1
1882.0,0.19690913935518253,3.0,0.08775202060573763,0.0,4,0,0,0,0,0,1,0,3.8509203547193662,4
2126.5,0.20330402344790835,5.0,0.09965361044497735,0.0,28,0,0,0,0,0,0,0,33.546467153261666,28
1935.7,0.23430144773070433,2.0,0.09761080024868994,471.0,3,1,0,0,0,0,0,0,6.8081673761354935,3
1935.7,0.20330402344790835,0.0,0.09761080024868994,0.0,3,1,0,0,0,0,0,0,5.118617997833121,3
2094.3,0.20330402344790835,1.0,0.09272581934452438,0.0,4,0,0,0,0,0,0,1,4.351313983348679,4
1882.0,0.09960920152766675,5.0,0.045607958077982055,0.0,2,0,0,0,0,0,1,0,1.7912446037569427,2
1935.7,0.23430144773070433,3.0,0.033084643396394,0.0,5,1,0,0,0,0,0,0,2.3490269051812973,5
2094.3,0.20330402344790835,4.0,0.03543831601385558,300.0,1,0,0,0,0,0,0,1,1.8281647325304171,1
1776.9,0.09960920152766675,2.0,0.09761080024868994,0.0,1,0,0,0,1,0,0,0,0.22196164467083612,1
1882.0,0.20330402344790835,3.0,0.0165201172395417,0.0,3,0,0,0,0,0,1,0,2.4799620932646764,3
1776.9,0.14175326405542232,0.0,0.03543831601385558,0.0,1,0,0,0,1,0,0,0,-0.21019365398741882,1
2094.3,0.19690913935518253,3.0,0.05733191224797939,14815.0,1,0,0,0,0,0,0,1,1.708081368341427,1
1882.0,0.19690913935518253,0.0,0.09965361044497735,32021.0,1,0,0,0,0,0,1,0,7.087598886850597,1
1935.7,0.06297184474642509,3.0,0.09965361044497735,0.0,1,1,0,0,0,0,0,0,6.704763609357883,1
1901.0,0.14175326405542232,3.0,0.07287503330668799,2671.0,6,0,0,1,0,0,0,0,2.9439018455317676,6
1776.9,0.23430144773070433,5.0,0.033084643396394,0.0,1,0,0,0,1,0,0,0,3.701059921713699,1
1935.7,0.19690913935518253,2.0,0.045607958077982055,0.0,8,1,0,0,0,0,0,0,2.0278400981858025,8
1845.8,0.14175326405542232,4.0,0.09761080024868994,0.0,1,0,1,0,0,0,0,0,0.544130619449088,1
2126.5,0.23430144773070433,5.0,0.09849897859490185,0.0,2,0,0,0,0,0,0,0,6.418192458496414,2
1776.9,0.06297184474642509,0.0,0.09761080024868994,0.0,1,0,0,0,1,0,0,0,-0.5752165835843465,1
1935.7,0.20330402344790835,1.0,0.07287503330668799,0.0,1,1,0,0,0,0,0,0,2.767207561418621,1
1882.0,0.06297184474642509,4.0,0.07287503330668799,0.0,1,0,0,0,0,0,1,0,1.6797745720264214,1
2094.3,0.20330402344790835,3.0,0.09965361044497735,0.0,18,0,0,0,0,0,0,1,18.80428437571892,18
1901.0,0.14175326405542232,3.0,0.02375877076116884,179.96,1,0,0,1,0,0,0,0,1.205028974201664,1
1901.0,0.20330402344790835,4.0,0.08775202060573763,806.98,5,0,0,1,0,0,0,0,6.405489887069832,5
2126.5,0.23430144773070433,2.0,0.09965361044497735,0.0,1,0,0,0,0,0,0,0,3.0305032848717532,1
1901.0,0.06297184474642509,0.0,0.02655653255173639,115.0,1,0,0,1,0,0,0,0,0.5158234010781085,1
1882.0,0.06297184474642509,3.0,0.07287503330668799,250.0,2,0,0,0,0,0,1,0,1.7282484042144368,2
